CountyNo;CountyName;State;Fips;Site;Lat;Long;Population;Area;Density;Infected
2316;lexington;South Carolina;45;63;33.96;-81.205;216014;699.1;330.5;33
2317;mccormick;South Carolina;45;65;33.889;-82.293;9958;359.6;28.2;24
2318;marion;South Carolina;45;67;34.164;-79.336;35466;489.1;71.7;12
2319;marlboro;South Carolina;45;69;34.635;-79.669;28818;479.7;58.7;52
2320;newberry;South Carolina;45;71;34.273;-81.58;36108;630.8;59;218
2321;oconee;South Carolina;45;73;34.708;-83.011;66215;625.3;110.4;72
2322;orangeburg;South Carolina;45;75;33.47;-80.798;91582;1106.2;82.1;34
2323;pickens;South Carolina;45;77;34.812;-82.685;110757;496.9;226.4;315
2324;richland;South Carolina;45;79;34.048;-80.99;320677;756.4;442.3;9
2325;saluda;South Carolina;45;81;33.993;-81.706;19181;452.5;41.7;321
2326;spartanburg;South Carolina;45;83;34.961;-81.992;253791;810.9;325.8;127
2327;sumter;South Carolina;45;85;33.93;-80.386;104646;665.4;159.2;96
2328;union;South Carolina;45;87;34.731;-81.624;29881;514.1;56.1;97
2329;williamsburg;South Carolina;45;89;33.657;-79.725;37217;933.9;37.9;453
2330;york;South Carolina;45;91;34.983;-81.074;164614;682.5;269.3;237
2331;aurora;South Dakota;46;3;43.696;-98.53;3058;708.4;4.1;96
2332;beadle;South Dakota;46;5;44.371;-98.233;17023;1258.7;12.8;119
2333;bennett;South Dakota;46;7;43.207;-101.771;3574;1184.7;3;389
2334;bon homme;South Dakota;46;9;42.979;-97.856;7260;563.6;12.5;38
2335;brookings;South Dakota;46;11;44.316;-96.786;28220;792.9;35.5;390
2336;brown;South Dakota;46;13;45.481;-98.446;35460;1712.7;20.3;89
2337;brule;South Dakota;46;15;43.763;-99.187;5364;817.3;6.3;128
2338;buffalo;South Dakota;46;17;44.059;-99.372;2032;471.4;4.4;24
2339;butte;South Dakota;46;19;44.678;-103.747;9094;2248.6;4.1;66
2340;campbell;South Dakota;46;21;45.809;-100.101;1782;733.7;2.2;159
2341;charles mix;South Dakota;46;23;43.177;-98.516;9350;1097.2;8.3;128
2342;clark;South Dakota;46;25;44.845;-97.709;4143;957.6;4.1;163
2343;clay;South Dakota;46;27;42.815;-96.941;13537;412.2;31.7;274
2344;codington;South Dakota;46;29;44.915;-97.131;25897;688.5;37.6;68
2345;corson;South Dakota;46;31;45.76;-100.956;4181;2469.7;1.8;97
2346;custer;South Dakota;46;33;43.738;-103.526;7275;1557;4.9;95
2347;davison;South Dakota;46;35;43.705;-98.043;18741;435.6;43.6;365
2348;day;South Dakota;46;37;45.364;-97.525;6267;1028.1;5.7;45
2349;deuel;South Dakota;46;39;44.738;-96.665;4498;622.8;6.8;329
2350;dewey;South Dakota;46;41;45.127;-101.123;5972;2302.5;2.7;319
2351;douglas;South Dakota;46;43;43.372;-98.361;3458;431.8;7.6;5
2352;edmunds;South Dakota;46;45;45.454;-99.176;4367;1125.2;3.6;34
2353;fall river;South Dakota;46;47;43.389;-103.517;7453;1739.9;4.2;93
2354;faulk;South Dakota;46;49;45.071;-99.114;2640;980.2;2.5;4
2355;grant;South Dakota;46;51;45.205;-96.649;7847;681.4;11.2;105
2356;gregory;South Dakota;46;53;43.181;-99.274;4792;1015;4.3;20
2357;haakon;South Dakota;46;55;44.136;-101.574;2196;1810.6;1.1;439
2358;hamlin;South Dakota;46;57;44.649;-97.143;5540;507;11;15
2359;hand;South Dakota;46;59;44.534;-98.993;3741;1436.4;2.4;318
2360;hanson;South Dakota;46;61;43.653;-97.771;3139;434.6;8.7;273
2361;harding;South Dakota;46;63;45.611;-103.503;1353;2671.2;0.5;40
2362;hughes;South Dakota;46;65;44.378;-100.299;16481;741.5;22.6;294
2363;hutchinson;South Dakota;46;67;43.335;-97.751;8075;813;9.4;46
2364;hyde;South Dakota;46;69;44.509;-99.46;1671;860.6;1.9;457
2365;jackson;South Dakota;46;71;43.687;-101.629;2930;1867.8;1.6;294
2366;jerauld;South Dakota;46;73;44.087;-98.563;2295;526.3;4;68
2367;jones;South Dakota;46;75;43.907;-100.697;1193;969.6;1.1;97
2368;kingsbury;South Dakota;46;77;44.377;-97.413;5815;832.2;6.6;19
2369;lake;South Dakota;46;79;44.005;-97.102;11276;563.3;19.4;91
2370;lawrence;South Dakota;46;81;44.443;-103.801;21802;800;27.9;163
2371;lincoln;South Dakota;46;83;43.39;-96.733;24131;577.5;54.4;157
2372;lyman;South Dakota;46;85;43.937;-99.741;3895;1636.9;2.4;317
2373;mccook;South Dakota;46;87;43.666;-97.356;5832;574.2;10.3;162
2374;mcpherson;South Dakota;46;89;45.757;-99.293;2904;1136.7;2.4;47
2375;marshall;South Dakota;46;91;45.759;-97.645;4576;838.3;5.2;384
2376;meade;South Dakota;46;93;44.301;-103.271;24253;3471.1;7.2;31
2377;mellette;South Dakota;46;95;43.546;-100.808;2083;1307.8;1.6;6687
2378;miner;South Dakota;46;97;44.018;-97.562;2884;570.3;4.6;215
2379;minnehaha;South Dakota;46;99;43.559;-96.73;148281;809.7;194.3;16
2380;moody;South Dakota;46;101;44.021;-96.656;6595;519.4;12.7;255
2381;pennington;South Dakota;46;103;44.066;-103.215;88565;2776.1;33.4;362
2382;perkins;South Dakota;46;105;45.721;-102.322;3363;2870;1.1;465
2383;potter;South Dakota;46;107;45.081;-99.896;2693;861.1;2.9;398
2384;roberts;South Dakota;46;109;45.614;-96.949;10016;1101.1;9.1;17
2385;sanborn;South Dakota;46;111;44.009;-98.15;2675;569.3;4.6;202
2386;shannon;South Dakota;46;113;43.187;-102.485;12466;2093.8;6.4;325
2387;spink;South Dakota;46;115;44.909;-98.42;7454;1504;4.6;32
2388;stanley;South Dakota;46;117;44.361;-100.434;2772;1444.5;1.9;88
2389;sully;South Dakota;46;119;44.714;-100.108;1556;1006.8;1.4;385
2390;todd;South Dakota;46;121;43.25;-100.79;9050;1387;7;98
2391;tripp;South Dakota;46;123;43.35;-99.854;6430;1612.5;3.8;138
2392;turner;South Dakota;46;125;43.302;-97.119;8849;617.1;14;139
2393;union;South Dakota;46;127;42.735;-96.615;12584;461;29;128
2394;walworth;South Dakota;46;129;45.518;-100.297;5974;705.8;7.8;338
2396;yankton;South Dakota;46;135;42.904;-97.393;21652;521.2;41.3;42
2397;ziebach;South Dakota;46;137;44.906;-101.567;2519;1961.3;1.4;139
2398;anderson;Tennessee;47;1;36.083;-84.183;71330;337.5;214.1;343
2399;bedford;Tennessee;47;3;35.511;-86.464;37586;473.7;87.1;48
2400;benton;Tennessee;47;5;36.072;-88.09;16537;394.8;41.8;49
2401;bledsoe;Tennessee;47;7;35.619;-85.192;12367;406.3;31.5;72
2402;blount;Tennessee;47;9;35.756;-83.971;105823;558.6;203.6;663
2403;bradley;Tennessee;47;11;35.166;-84.862;87965;328.7;277.4;350
2404;campbell;Tennessee;47;13;36.386;-84.125;39854;480.1;84.4;309
2405;cannon;Tennessee;47;15;35.801;-86.062;12826;265.6;50.2;87
2406;carroll;Tennessee;47;17;36.016;-88.465;29475;599;49;381
2407;carter;Tennessee;47;19;36.318;-82.201;56742;341;171.9;78
2408;cheatham;Tennessee;47;21;36.263;-87.064;35912;302.7;125.7;423
2409;chester;Tennessee;47;23;35.435;-88.622;15540;285.7;55.2;302
2410;claiborne;Tennessee;47;25;36.491;-83.644;29862;434.3;70.8;75
2411;clay;Tennessee;47;27;36.555;-85.561;7976;236.2;33.9;155
2412;cocke;Tennessee;47;29;35.949;-83.174;33565;434.4;79.8;26
2413;coffee;Tennessee;47;31;35.449;-86.129;48014;428.8;117;16
2414;crockett;Tennessee;47;33;35.79;-89.125;14532;265.3;54.9;81
2415;cumberland;Tennessee;47;35;35.951;-85.023;46802;681.3;73.5;145
2416;davidson;Tennessee;47;37;36.147;-86.751;569891;501.5;1141.6;245
2417;decatur;Tennessee;47;39;35.612;-88.127;11731;333.9;34.9;89
2418;de kalb;Tennessee;47;41;35.969;-85.839;17423;304.6;59.8;34
2419;dickson;Tennessee;47;43;36.109;-87.35;43156;489.8;92.6;42
2420;dyer;Tennessee;47;45;36.057;-89.361;37279;510.5;73.7;127
2421;fayette;Tennessee;47;47;35.203;-89.456;28806;704.5;47.7;23
2422;fentress;Tennessee;47;49;36.371;-84.934;16625;498.6;34.1;93
2423;franklin;Tennessee;47;51;35.207;-86.113;39270;554.5;73.4;132
2424;gibson;Tennessee;47;53;35.945;-88.886;48152;602.7;79.9;141
2425;giles;Tennessee;47;55;35.191;-87.032;29447;610.9;47.9;22
2426;grainger;Tennessee;47;57;36.273;-83.48;20659;280.3;78.2;228
2427;greene;Tennessee;47;59;36.177;-82.834;62909;621.7;104.1;16
2428;grundy;Tennessee;47;61;35.341;-85.72;14332;360.6;40.1;278
2429;hamblen;Tennessee;47;63;36.216;-83.297;58128;161;369.4;49
2430;hamilton;Tennessee;47;65;35.092;-85.211;307896;542.4;572.2;29
2431;hancock;Tennessee;47;67;36.521;-83.229;6786;222.3;29.9;178
2432;hardeman;Tennessee;47;69;35.223;-89.019;28105;667.5;42.2;378
2433;hardin;Tennessee;47;71;35.199;-88.227;25578;577.9;44.9;155
2434;hawkins;Tennessee;47;73;36.465;-82.872;53563;486.7;114.8;350
2435;haywood;Tennessee;47;75;35.585;-89.272;19797;533.2;36.8;279
2436;henderson;Tennessee;47;77;35.647;-88.4;25522;520;50.5;316
2437;henry;Tennessee;47;79;36.319;-88.297;31115;561.7;56.1;78
2438;hickman;Tennessee;47;81;35.848;-87.41;22295;612.5;38.5;105
2439;houston;Tennessee;47;83;36.307;-87.708;8088;200.3;39.9;479
2440;humphreys;Tennessee;47;85;36.071;-87.777;17929;532.2;34.1;73
2441;jackson;Tennessee;47;87;36.331;-85.631;10984;308.9;36.1;75
2442;jefferson;Tennessee;47;89;36.071;-83.456;44294;273.8;173.8;94
2443;johnson;Tennessee;47;91;36.453;-81.841;17499;298.5;60.5;353
2444;knox;Tennessee;47;93;35.974;-83.98;382032;508.4;786.9;153
2445;lake;Tennessee;47;95;36.356;-89.467;7954;163.4;46.9;39
2446;lauderdale;Tennessee;47;97;35.764;-89.541;27101;470.5;57;153
2447;lawrence;Tennessee;47;99;35.23;-87.357;39926;617.2;66.2;33
2448;lewis;Tennessee;47;101;35.536;-87.527;11367;282.1;40.5;62
2449;lincoln;Tennessee;47;103;35.111;-86.573;31340;570.2;56.4;9
2450;loudon;Tennessee;47;105;35.761;-84.286;39086;228.9;184.5;12
2451;mcminn;Tennessee;47;107;35.423;-84.597;49015;430.3;118.5;298
2452;mcnairy;Tennessee;47;109;35.177;-88.545;24653;562.8;44.7;145
2453;macon;Tennessee;47;111;36.535;-86.022;20386;307.1;69.7;4
2454;madison;Tennessee;47;113;35.642;-88.822;91837;557;169.5;55
2455;marion;Tennessee;47;115;35.107;-85.604;27776;498.4;55.5;385
2456;marshall;Tennessee;47;117;35.479;-86.775;26767;375.4;74.6;469
2457;maury;Tennessee;47;119;35.615;-87.056;69498;612.9;121.9;35
2458;meigs;Tennessee;47;121;35.506;-84.814;11086;194.9;59.1;18
2459;monroe;Tennessee;47;123;35.513;-84.358;38961;634.9;66.3;78
2460;montgomery;Tennessee;47;125;36.544;-87.364;134768;539.3;263.7;87
2461;moore;Tennessee;47;127;35.298;-86.34;5740;129.2;46.3;81
2462;morgan;Tennessee;47;129;36.102;-84.589;19757;522;38.6;266
2463;obion;Tennessee;47;131;36.396;-89.081;32450;544.7;59.5;67
2464;overton;Tennessee;47;133;36.352;-85.32;20118;433.4;47.1;32
2465;perry;Tennessee;47;135;35.653;-87.86;7631;414.9;18.5;55
2466;pickett;Tennessee;47;137;36.566;-85.138;4945;162.9;30;48
2467;polk;Tennessee;47;139;35.123;-84.558;16050;435.1;36.9;11
2468;putnam;Tennessee;47;141;36.163;-85.503;62315;401.1;164.5;331
2469;rhea;Tennessee;47;143;35.561;-84.952;28400;315.9;94.3;36
2470;roane;Tennessee;47;145;35.886;-84.525;51910;361;146.6;42
2471;robertson;Tennessee;47;147;36.487;-86.834;54433;476.4;124.5;97
2472;rutherford;Tennessee;47;149;35.891;-86.44;182023;618.9;339.4;308
2473;scott;Tennessee;47;151;36.453;-84.506;21127;532.1;41;96
2474;sequatchie;Tennessee;47;153;35.35;-85.393;11370;265.8;46.5;35
2475;sevier;Tennessee;47;155;35.858;-83.578;71170;592.3;130.5;95
2476;shelby;Tennessee;47;157;35.127;-89.913;897472;754;1204.5;233
2477;smith;Tennessee;47;159;36.242;-85.965;17712;314.4;58.6;360
2478;stewart;Tennessee;47;161;36.496;-87.798;12370;458.6;27.9;144
2479;sullivan;Tennessee;47;163;36.532;-82.395;153048;413;369.2;18
2480;sumner;Tennessee;47;165;36.397;-86.537;130449;529.3;267.5;167
2481;tipton;Tennessee;47;167;35.484;-89.746;51271;459.4;119.1;277
2482;trousdale;Tennessee;47;169;36.393;-86.168;7259;114.2;65.5;100
2483;unicoi;Tennessee;47;171;36.149;-82.396;17667;186.1;95.1;169
2484;union;Tennessee;47;173;36.242;-83.819;17808;223.6;84.5;333
2485;van buren;Tennessee;47;175;35.724;-85.452;5508;273.5;20;25
2486;warren;Tennessee;47;177;35.696;-85.791;38276;432.7;91.4;52
2487;washington;Tennessee;47;179;36.323;-82.433;107198;326.3;340.2;159
2488;wayne;Tennessee;47;181;35.259;-87.793;16842;734;23;180
2489;weakley;Tennessee;47;183;36.291;-88.77;34895;580.2;58.1;98
2490;white;Tennessee;47;185;35.937;-85.487;23102;376.6;63.4;152
2491;williamson;Tennessee;47;187;35.933;-86.862;126638;582.7;252.2;29
2492;wilson;Tennessee;47;189;36.2;-86.397;88809;570.5;171.6;357
2493;anderson;Texas;48;1;31.778;-95.692;55109;1070.8;52.4;25
2494;andrews;Texas;48;3;32.321;-102.542;13004;1500.6;8.6;277
2495;angelina;Texas;48;5;31.313;-94.714;80130;801.6;101.7;86
2496;aransas;Texas;48;7;28.03;-97.07;22497;251.9;95.5;315
2497;archer;Texas;48;9;33.699;-98.617;8854;909.3;10.2;213
2498;armstrong;Texas;48;11;35.082;-101.392;2148;913.5;2.4;294
2499;atascosa;Texas;48;13;29.029;-98.571;38628;1218.1;35.1;8
2500;austin;Texas;48;15;29.857;-96.225;23590;652.6;39.5;27
2501;bailey;Texas;48;17;34.207;-102.75;6594;826.7;8.1;242
2502;bandera;Texas;48;19;29.704;-99.043;17645;791.8;24.9;30
2503;bastrop;Texas;48;21;30.143;-97.346;57733;888.5;77.2;47
2504;baylor;Texas;48;23;33.596;-99.262;4093;870.8;4.5;10
2505;bee;Texas;48;25;28.398;-97.737;32359;880.1;37.5;144
2506;bell;Texas;48;27;31.087;-97.576;237974;1059.7;236.2;220
2507;bexar;Texas;48;29;29.468;-98.517;1392931;1246.8;1198.2;189
2508;blanco;Texas;48;31;30.181;-98.4;8418;709.1;12.8;172
2509;borden;Texas;48;33;32.748;-101.441;729;898.8;0.8;310
2510;bosque;Texas;48;35;31.867;-97.581;17204;989.1;18.2;223
2511;bowie;Texas;48;37;33.435;-94.208;89306;887.9;101.6;41
2512;brazoria;Texas;48;39;29.272;-95.392;241767;1386.5;195.6;130
2513;brazos;Texas;48;41;30.635;-96.335;152415;585.8;266.8;95
2514;brewster;Texas;48;43;30.231;-103.614;8866;6192.6;1.5;185
2515;briscoe;Texas;48;45;34.44;-101.236;1790;900;1.9;100
2516;brooks;Texas;48;47;27.2;-98.145;7976;943.3;8.2;344
2517;brown;Texas;48;49;31.731;-98.989;37674;943.9;40.5;95
2518;burleson;Texas;48;51;30.478;-96.64;16470;665.5;25.6;248
2519;burnet;Texas;48;53;30.674;-98.253;34147;993.9;40.5;248
2520;caldwell;Texas;48;55;29.846;-97.679;32194;545.4;66.9;500
2521;calhoun;Texas;48;57;28.588;-96.626;20647;512.3;40.1;75
2522;callahan;Texas;48;59;32.347;-99.446;12905;898.6;14.8;151
2523;cameron;Texas;48;61;26.047;-97.56;335227;905.8;410.5;322
2524;camp;Texas;48;63;32.99;-94.984;11549;197.5;60.8;253
2525;carson;Texas;48;65;35.387;-101.318;6516;923.2;7;197
2526;cass;Texas;48;67;33.079;-94.297;30438;937.4;32;60
2527;castro;Texas;48;69;34.521;-102.268;8285;894.4;8.6;46
2528;chambers;Texas;48;71;29.799;-94.708;26031;599.1;47.1;361
2529;cherokee;Texas;48;73;31.899;-95.208;46659;1052.2;45.7;92
2530;childress;Texas;48;75;34.429;-100.227;7688;696.3;10.9;45
2531;clay;Texas;48;77;33.83;-98.243;11006;1098.4;10.2;61
2532;cochran;Texas;48;79;33.685;-102.742;3730;775.2;4.3;184
2533;coke;Texas;48;81;31.904;-100.407;3864;898.8;4.1;120
2534;coleman;Texas;48;83;31.812;-99.425;9235;1260.9;6.9;352
2535;collin;Texas;48;85;33.082;-96.701;491675;841.2;746.5;94
2536;collingsworth;Texas;48;87;34.865;-100.217;3206;918.8;3.3;186
2537;colorado;Texas;48;89;29.658;-96.532;20390;962.9;21.6;142
2538;comal;Texas;48;91;29.759;-98.216;78021;561.4;163.5;39
2539;comanche;Texas;48;93;31.968;-98.559;14026;937.7;14.5;268
2540;concho;Texas;48;95;31.285;-99.869;3966;990.7;3.8;196
2541;cooke;Texas;48;97;33.613;-97.138;36363;873.6;44.2;215
2542;coryell;Texas;48;99;31.246;-97.825;74978;1051.8;71.4;248
2543;cottle;Texas;48;101;34.024;-100.304;1904;901.2;1.9;35
2544;crane;Texas;48;103;31.401;-102.352;3996;785.6;4.9;398
2545;crockett;Texas;48;105;30.707;-101.221;4099;2807.4;1.4;517
2546;crosby;Texas;48;107;33.665;-101.368;7072;899.5;7.4;201
2547;culberson;Texas;48;109;31.082;-104.81;2975;3812.5;0.7;81
2548;dallam;Texas;48;111;36.117;-102.578;6222;1504.7;4.1;59
2549;dallas;Texas;48;113;32.815;-96.787;2218899;879.7;2608.6;85
2550;dawson;Texas;48;115;32.735;-101.95;14985;902.1;15.9;56
2551;deaf smith;Texas;48;117;34.836;-102.402;18561;1497.3;12.4;79
2552;delta;Texas;48;119;33.377;-95.698;5327;277.1;19.9;40
2553;denton;Texas;48;121;33.1;-97.029;432976;888.4;597.2;212
2554;de witt;Texas;48;123;29.102;-97.318;20013;909.2;22.4;89
2555;dickens;Texas;48;125;33.528;-100.85;2762;904.2;3;280
2556;dimmit;Texas;48;127;28.517;-99.817;10248;1330.9;7.7;83
2557;donley;Texas;48;129;34.941;-100.852;3828;929.8;4.2;102
2558;duval;Texas;48;131;27.73;-98.4;13120;1792.7;7.1;264
2559;eastland;Texas;48;133;32.357;-98.836;18297;926;19.8;31
2560;ector;Texas;48;135;31.866;-102.385;121123;901.1;138.1;12
2561;edwards;Texas;48;137;29.976;-100.191;2162;2119.8;0.9;44
2562;ellis;Texas;48;139;32.418;-96.802;111360;938.5;137.1;150
2563;el paso;Texas;48;141;31.782;-106.387;679622;1013.1;703.9;445
2564;erath;Texas;48;143;32.201;-98.232;33001;1086.3;31;209
2565;falls;Texas;48;145;31.261;-96.946;18576;769.1;23.1;307
2566;fannin;Texas;48;147;33.564;-96.173;31242;891.4;36.6;16
2567;fayette;Texas;48;149;29.851;-96.894;21804;950;23.7;252
2568;fisher;Texas;48;151;32.776;-100.411;4344;901.2;4.5;48
2569;floyd;Texas;48;153;34.041;-101.372;7771;992.2;7.4;9
2570;foard;Texas;48;155;33.992;-99.7;1622;706.7;2.2;146
2571;fort bend;Texas;48;157;29.6;-95.647;354452;874.6;506.1;211
2572;franklin;Texas;48;159;33.122;-95.223;9458;285.7;35.2;56
2573;freestone;Texas;48;161;31.692;-96.218;17867;877.7;21.2;68
2574;frio;Texas;48;163;28.832;-99.112;16252;1133;14.5;373
2575;gaines;Texas;48;165;32.769;-102.648;14467;1502.4;9.7;54
2576;galveston:main;Texas;48;167;29.407;-94.986;250158;378.3;718.4;235
2578;garza;Texas;48;169;33.201;-101.392;4872;895.6;5.7;40
2579;gillespie;Texas;48;171;30.275;-98.899;20814;1061.2;21.2;451
2580;glasscock;Texas;48;173;31.849;-101.517;1406;900.9;1.5;229
2581;goliad;Texas;48;175;28.703;-97.373;6928;853.5;8.3;92
2582;gonzales;Texas;48;177;29.472;-97.51;18628;1067.8;18.1;50
2583;gray;Texas;48;179;35.525;-100.937;22744;928.3;23.1;46
2584;grayson;Texas;48;181;33.656;-96.622;110595;933.4;124.2;86
2585;gregg;Texas;48;183;32.497;-94.79;111379;273.3;421;556
2586;grimes;Texas;48;185;30.453;-96.017;23552;794;31.8;284
2587;guadalupe;Texas;48;187;29.594;-98.061;89023;711.1;140.1;142
2588;hale;Texas;48;189;34.143;-101.741;36602;1004.7;35.9;109
2589;hall;Texas;48;191;34.654;-100.608;3782;883.6;4.2;376
2590;hamilton;Texas;48;193;31.76;-98.1;8229;835.7;9.7;112
2591;hansford;Texas;48;195;36.218;-101.28;5369;919.8;5.7;3
2592;hardeman;Texas;48;197;34.283;-99.694;4724;695.1;6.3;146
2593;hardin;Texas;48;199;30.308;-94.261;48073;894.3;56.3;451
2594;harris;Texas;48;201;29.792;-95.403;3400578;1728.9;2107.9;72
2595;harrison;Texas;48;203;32.535;-94.405;62110;899.3;69.8;327
2596;hartley;Texas;48;205;35.984;-102.497;5537;1462.3;3.7;350
2597;haskell;Texas;48;207;33.182;-99.772;6093;903;6.2;317
2598;hays;Texas;48;209;29.988;-97.949;97589;678;176;159
2599;hemphill;Texas;48;211;35.892;-100.36;3351;909.7;3.7;255
2600;henderson;Texas;48;213;32.238;-95.897;73277;873.9;90.6;79
2601;hidalgo;Texas;48;215;26.229;-98.178;569463;1569.7;419.3;60
2602;hill;Texas;48;217;31.996;-97.166;32321;962.4;36.5;256
2603;hockley;Texas;48;219;33.586;-102.334;22716;908.3;25.1;84
2604;hood;Texas;48;221;32.433;-97.769;41100;421.6;110.3;81
2605;hopkins;Texas;48;223;33.126;-95.587;31960;782.4;42.4;215
2606;houston;Texas;48;225;31.299;-95.464;23185;1230.9;18.9;241
2607;howard;Texas;48;227;32.244;-101.462;33627;902.8;36.4;200
2608;hudspeth;Texas;48;229;31.404;-105.604;3344;4571;0.7;75
2609;hunt;Texas;48;231;33.088;-96.089;76596;840;97.4;31
2610;hutchinson;Texas;48;233;35.68;-101.449;23857;887.4;25.5;291
2611;irion;Texas;48;235;31.27;-100.846;1771;1051.5;1.7;101
2612;jack;Texas;48;237;33.202;-98.171;8763;916.6;9.8;365
2613;jackson;Texas;48;239;28.963;-96.595;14391;829.5;17.4;229
2614;jasper;Texas;48;241;30.741;-93.995;35604;937.4;38;239
2615;jeff davis;Texas;48;243;30.602;-103.997;2207;2264.4;1;71
2616;jefferson;Texas;48;245;30.008;-94.061;252051;903.5;274.7;32
2617;jim hogg;Texas;48;247;27.299;-98.685;5281;1136.1;4.5;85
2618;jim wells;Texas;48;249;27.743;-98.068;39326;864.5;47.2;250
2619;johnson;Texas;48;251;32.429;-97.324;126811;729.4;196.6;81
2620;jones;Texas;48;253;32.724;-99.811;20785;931;21.6;224
2621;karnes;Texas;48;255;28.855;-97.864;15446;750.3;20.6;75
2622;kaufman;Texas;48;257;32.634;-96.309;71313;780;109.5;538
2623;kendall;Texas;48;259;29.848;-98.742;23743;662.4;41.1;103
2624;kenedy;Texas;48;261;27.076;-97.788;414;1456.8;0.3;97
2625;kent;Texas;48;263;33.249;-100.632;859;902.3;0.8;28
2626;kerr;Texas;48;265;30.041;-99.162;43653;1103.3;41.4;17
2627;kimble;Texas;48;267;30.492;-99.747;4468;1250.9;3.6;14
2628;king;Texas;48;269;33.673;-100.323;356;912.3;0.4;16
2629;kinney;Texas;48;271;29.31;-100.42;3379;1363.4;2.4;681
2630;kleberg;Texas;48;273;27.493;-97.857;31549;871;36;393
2631;knox;Texas;48;275;33.465;-99.698;4253;849;4.6;29
2632;lamar;Texas;48;277;33.674;-95.535;48499;916.8;54.2;328
2633;lamb;Texas;48;279;34.03;-102.323;14709;1016.2;14.3;22
2634;lampasas;Texas;48;281;31.095;-98.126;17762;712;29.1;8
2635;la salle;Texas;48;283;28.382;-99.241;5866;1488.9;4;172
2636;lavaca;Texas;48;285;29.41;-97.048;19210;969.9;19.5;448
2637;lee;Texas;48;287;30.268;-96.961;15657;628.9;26.3;217
2638;leon;Texas;48;289;31.3;-96.049;15335;1072;15;49
2639;liberty;Texas;48;291;30.158;-94.895;70154;1159.7;64.5;14
2640;limestone;Texas;48;293;31.595;-96.523;22051;908.9;25;8
2641;lipscomb;Texas;48;295;36.375;-100.341;3057;932.1;3.3;79
2642;live oak;Texas;48;297;28.347;-98.114;12309;1036.3;11.3;251
2643;llano;Texas;48;299;30.693;-98.516;17044;934.3;19.4;376
2644;loving;Texas;48;301;31.738;-103.606;67;673.1;0.1;17
2645;lubbock;Texas;48;303;33.56;-101.882;242628;899.5;279.1;222
2646;lynn;Texas;48;305;33.179;-101.808;6550;891.9;6.9;30
2647;mcculloch;Texas;48;307;31.151;-99.337;8205;1069.3;7.6;43
2648;mclennan;Texas;48;309;31.544;-97.167;213517;1037;214.5;228
2649;mcmullen;Texas;48;311;28.439;-98.507;851;1127;0.8;56
2650;madison;Texas;48;313;30.959;-95.881;12940;469.6;28.1;98
2651;marion;Texas;48;315;32.791;-94.424;10941;381.2;29.2;96
2652;martin;Texas;48;317;32.194;-101.825;4746;914.8;4.9;486
2653;mason;Texas;48;319;30.755;-99.214;3738;932.1;4.1;84
2654;matagorda;Texas;48;321;28.916;-96.002;37957;1114.5;34.2;55
2655;maverick;Texas;48;323;28.704;-100.481;47297;1280.1;39.4;446
2656;medina;Texas;48;325;29.29;-98.97;39304;1327.8;31.8;20
2657;menard;Texas;48;327;30.908;-99.779;2360;901.9;2.5;38
2658;midland;Texas;48;329;32.003;-102.106;116009;900.3;133.7;85
2659;milam;Texas;48;331;30.749;-97.009;24238;1016.7;24.8;10
2660;mills;Texas;48;333;31.492;-98.578;5151;748.1;6.9;12
2661;mitchell;Texas;48;335;32.394;-100.862;9698;910;10.3;142
2662;montague;Texas;48;337;33.642;-97.758;19117;930.7;21;96
2663;montgomery;Texas;48;339;30.238;-95.464;293768;1041.7;347.9;95
2664;moore;Texas;48;341;35.903;-101.954;20121;899.7;22.6;26
2665;morris;Texas;48;343;33.071;-94.724;13048;254.5;51.4;15
2666;motley;Texas;48;345;34.021;-100.847;1426;989.4;1.3;400
2667;nacogdoches;Texas;48;347;31.624;-94.642;59203;946.8;63.6;40
2668;navarro;Texas;48;349;32.08;-96.491;45124;1008.7;47.8;29
2669;newton;Texas;48;351;30.688;-93.751;15072;932.7;15.4;187
2670;nolan;Texas;48;353;32.448;-100.412;15802;912;16.6;85
2671;nueces;Texas;48;355;27.738;-97.435;313645;835.8;379.9;94
2672;ochiltree;Texas;48;357;36.379;-100.813;9006;917.6;10;164
2673;oldham;Texas;48;359;35.32;-102.389;2185;1500.6;1.4;264
2674;orange;Texas;48;361;30.121;-93.865;84966;356.1;238.3;319
2675;palo pinto;Texas;48;363;32.781;-98.166;27026;952.9;28.7;187
2676;panola;Texas;48;365;32.168;-94.331;22756;800.9;28.5;82
2677;parker;Texas;48;367;32.801;-97.741;88495;903.5;111.1;632
2678;parmer;Texas;48;369;34.537;-102.812;10016;880.8;11.3;91
2679;pecos;Texas;48;371;30.901;-102.781;16809;4763.7;3.3;15
2680;polk;Texas;48;373;30.745;-94.931;41133;1057.3;43.9;76
2681;potter;Texas;48;375;35.221;-101.835;113546;909.2;130.2;90
2682;presidio;Texas;48;377;29.826;-104.254;7304;3855.5;2;30
2683;rains;Texas;48;379;32.886;-95.803;9139;232.1;47.7;73
2684;randall;Texas;48;381;35.122;-101.888;104312;914.4;119.3;19
2685;reagan;Texas;48;383;31.223;-101.469;3326;1175.3;2.6;3
2686;real;Texas;48;385;29.725;-99.867;3047;699.8;4.3;31
